Index,Similar Digits to Pi,,Similar Digits to Pi,Index
8102,6202,,,
8103,6203,,,
8104,6204,,,
8105,6205,,,
8106,6206,,,
8107,6207,,,
8108,6207,,,
8109,6208,,,
8110,6209,,,
8111,6209,,,
8112,6210,,,
8113,6211,,,
8114,6211,,,
8115,6213,,,
8116,6214,,,
8117,6213,,,
8118,6214,,,
8119,6216,,,
8120,6216,,,
8121,6217,,,
8122,6218,,,
8123,6217,,,
8124,6220,,,
8125,6220,,,
8126,6221,,,
8127,6222,,,
8128,6222,,,
8129,6223,,,
8130,6224,,,
8131,6225,,,
8132,6226,,,
8133,6226,,,
8134,6227,,,
8135,6228,,,
8136,6229,,,
8137,6230,,,
8138,6231,,,
8139,6231,,,
8140,6232,,,
8141,6233,,,
8142,6234,,,
8143,6234,,,
8144,6235,,,
8145,6235,,,
8146,6237,,,
8147,6235,,,
8148,6238,,,
8149,6238,,,
8150,6240,,,
8151,6238,,,
8152,6241,,,
8153,6241,,,
8154,6242,,,
8155,6244,,,
8156,6244,,,
8157,6245,,,
8158,6246,,,
8159,6246,,,
8160,6247,,,
8161,6248,,,
8162,6249,,,
8163,6249,,,
8164,6250,,,
8165,6251,,,
8166,6252,,,
8167,6252,,,
8168,6253,,,
8169,6254,,,
8170,6254,,,
8171,6256,,,
8172,6255,,,
8173,6257,,,
8174,6258,,,
8175,6259,,,
8176,6260,,,
8177,6259,,,
8178,6261,,,
8179,6262,,,
8180,6261,,,
8181,6263,,,
8182,6263,,,
8183,6265,,,
8184,6265,,,
8185,6266,,,
8186,6267,,,
8187,6267,,,
8188,6269,,,
8189,6269,,,
8190,6270,,,
8191,6271,,,
8192,6272,,,
8193,6272,,,
8194,6273,,,
8195,6274,,,
8196,6275,,,
8197,6275,,,
8198,6277,,,
8199,6276,,,
8200,6278,,,
8201,6278,,,
8202,6279,,,
8203,6280,,,
8204,6281,,,
8205,6281,,,
8206,6282,,,
8207,6283,,,
8208,6284,,,
8209,6285,,,
8210,6285,,,
8211,6286,,,
8212,6287,,,
8213,6288,,,
8214,6289,,,
8215,6288,,,
8216,6290,,,
8217,6290,,,
8218,6291,,,
8219,6293,,,
8220,6293,,,
8221,6294,,,
8222,6295,,,
8223,6295,,,
8224,6296,,,
8225,6297,,,
8226,6297,,,
8227,6298,,,
8228,6299,,,
8229,6300,,,
8230,6301,,,
8231,6302,,,
8232,6301,,,
8233,6303,,,
8234,6304,,,
8235,6303,,,
8236,6306,,,
8237,6306,,,
8238,6307,,,
8239,6307,,,
8240,6309,,,
8241,6309,,,
8242,6309,,,
8243,6311,,,
8244,6311,,,
8245,6312,,,
8246,6311,,,
8247,6314,,,
8248,6314,,,
8249,6315,,,
8250,6316,,,
8251,6317,,,
8252,6318,,,
8253,6318,,,
8254,6319,,,
8255,6319,,,
8256,6321,,,
8257,6321,,,
8258,6322,,,
8259,6321,,,
8260,6323,,,
8261,6324,,,
8262,6325,,,
8263,6325,,,
8264,6327,,,
8265,6327,,,
8266,6328,,,
8267,6329,,,
8268,6329,,,
8269,6331,,,
8270,6331,,,
8271,6332,,,
8272,6333,,,
8273,6333,,,
8274,6334,,,
8275,6335,,,
8276,6336,,,
8277,6337,,,
8278,6337,,,
8279,6339,,,
8280,6338,,,
8281,6339,,,
8282,6340,,,
8283,6341,,,
8284,6342,,,
8285,6343,,,
8286,6343,,,
8287,6344,,,
8288,6345,,,
8289,6346,,,
8290,6347,,,
8291,6347,,,
8292,6348,,,
8293,6348,,,
8294,6350,,,
8295,6351,,,
8296,6351,,,
8297,6352,,,
8298,6352,,,
8299,6354,,,
8300,6354,,,
8301,6355,,,
8302,6355,,,
8303,6356,,,
8304,6357,,,
8305,6358,,,
8306,6359,,,
8307,6360,,,
8308,6360,,,
8309,6361,,,
8310,6362,,,
8311,6362,,,
8312,6363,,,
8313,6364,,,
8314,6365,,,
8315,6366,,,
8316,6366,,,
8317,6367,,,
8318,6368,,,
8319,6369,,,
8320,6369,,,
8321,6370,,,
8322,6371,,,
8323,6371,,,
8324,6373,,,
8325,6373,,,
8326,6374,,,
8327,6375,,,
8328,6374,,,
8329,6376,,,
8330,6377,,,
8331,6378,,,
8332,6378,,,
8333,6379,,,
8334,6380,,,
8335,6381,,,
8336,6382,,,
8337,6383,,,
8338,6384,,,
8339,6383,,,
8340,6385,,,
8341,6386,,,
8342,6386,,,
8343,6387,,,
8344,6388,,,
8345,6389,,,
8346,6390,,,
8347,6391,,,
8348,6390,,,
8349,6392,,,
8350,6393,,,
8351,6394,,,
8352,6394,,,
8353,6395,,,
8354,6396,,,
8355,6397,,,
8356,6397,,,
8357,6398,,,
8358,6399,,,
8359,6399,,,
8360,6400,,,
8361,6401,,,
8362,6402,,,
8363,6403,,,
8364,6403,,,
8365,6404,,,
8366,6405,,,
8367,6406,,,
8368,6406,,,
8369,6407,,,
8370,6408,,,
8371,6409,,,
8372,6409,,,
8373,6410,,,
8374,6411,,,
8375,6412,,,
8376,6412,,,
8377,6413,,,
8378,6414,,,
8379,6414,,,
8380,6415,,,
8381,6416,,,
8382,6417,,,
8383,6418,,,
8384,6419,,,
8385,6418,,,
8386,6420,,,
8387,6421,,,
8388,6422,,,
8389,6422,,,
8390,6423,,,
8391,6424,,,
8392,6425,,,
8393,6425,,,
8394,6426,,,
8395,6427,,,
8396,6428,,,
8397,6428,,,
8398,6429,,,
8399,6430,,,
8400,6431,,,
8401,6431,,,
8402,6432,,,
8403,6433,,,
8404,6434,,,
8405,6434,,,
8406,6435,,,
8407,6436,,,
8408,6437,,,
8409,6438,,,
8410,6439,,,
8411,6438,,,
8412,6440,,,
8413,6441,,,
8414,6442,,,
8415,6442,,,
8416,6443,,,
8417,6444,,,
8418,6445,,,
8419,6445,,,
8420,6446,,,
8421,6445,,,
8422,6447,,,
8423,6449,,,
8424,6449,,,
8425,6450,,,
8426,6450,,,
8427,6451,,,
8428,6452,,,
8429,6453,,,
8430,6454,,,
8431,6455,,,
8432,6454,,,
8433,6456,,,
8434,6456,,,
8435,6457,,,
8436,6459,,,
8437,6458,,,
8438,6460,,,
8439,6460,,,
8440,6462,,,
8441,6462,,,
8442,6463,,,
8443,6464,,,
8444,6464,,,
8445,6465,,,
8446,6466,,,
8447,6467,,,
8448,6468,,,
8449,6469,,,
8450,6469,,,
8451,6470,,,
8452,6471,,,
8453,6472,,,
8454,6471,,,
8455,6473,,,
8456,6474,,,
8457,6474,,,
8458,6475,,,
8459,6476,,,
8460,6477,,,
8461,6478,,,
8462,6478,,,
8463,6479,,,
8464,6480,,,
8465,6481,,,
8466,6481,,,
8467,6482,,,
8468,6483,,,
8469,6484,,,
8470,6484,,,
8471,6485,,,
8472,6484,,,
8473,6487,,,
8474,6487,,,
8475,6489,,,
8476,6489,,,
8477,6490,,,
8478,6491,,,
8479,6492,,,
8480,6491,,,
8481,6493,,,
8482,6494,,,
8483,6494,,,
8484,6495,,,
8485,6496,,,
8486,6497,,,
8487,6497,,,
8488,6498,,,
8489,6499,,,
8490,6499,,,
8491,6501,,,
8492,6501,,,
8493,6502,,,
8494,6503,,,
8495,6503,,,
8496,6504,,,
8497,6505,,,
8498,6504,,,
8499,6507,,,
8500,6507,,,
8501,6508,,,
8502,6509,,,
8503,6510,,,
8504,6510,,,
8505,6511,,,
8506,6512,,,
8507,6513,,,
8508,6514,,,
8509,6514,,,
8510,6515,,,
8511,6516,,,
8512,6516,,,
8513,6517,,,
8514,6518,,,
8515,6519,,,
8516,6520,,,
8517,6521,,,
8518,6521,,,
8519,6522,,,
8520,6522,,,
8521,6524,,,
8522,6524,,,
8523,6525,,,
8524,6526,,,
8525,6527,,,
8526,6527,,,
8527,6528,,,
8528,6529,,,
8529,6529,,,
8530,6530,,,
8531,6531,,,
8532,6532,,,
8533,6533,,,
8534,6534,,,
8535,6534,,,
8536,6535,,,
8537,6535,,,
8538,6537,,,
8539,6537,,,
8540,6538,,,
8541,6539,,,
8542,6540,,,
8543,6539,,,
8544,6541,,,
8545,6542,,,
8546,6543,,,
8547,6543,,,
8548,6544,,,
8549,6545,,,
8550,6545,,,
8551,6546,,,
8552,6547,,,
8553,6547,,,
8554,6549,,,
8555,6549,,,
8556,6550,,,
8557,6551,,,
8558,6551,,,
8559,6552,,,
8560,6553,,,
8561,6554,,,
8562,6554,,,
8563,6556,,,
8564,6557,,,
8565,6557,,,
8566,6558,,,
8567,6558,,,
8568,6559,,,
8569,6560,,,
8570,6561,,,
8571,6562,,,
8572,6562,,,
8573,6563,,,
8574,6564,,,
8575,6565,,,
8576,6565,,,
8577,6566,,,
8578,6567,,,
8579,6568,,,
8580,6569,,,
8581,6570,,,
8582,6570,,,
8583,6571,,,
8584,6572,,,
8585,6572,,,
8586,6573,,,
8587,6574,,,
8588,6575,,,
8589,6576,,,
8590,6576,,,
8591,6577,,,
8592,6577,,,
8593,6579,,,
8594,6579,,,
8595,6580,,,
8596,6579,,,
8597,6582,,,
8598,6581,,,
8599,6583,,,
8600,6583,,,
8601,6585,,,
8602,6585,,,
8603,6587,,,
8604,6587,,,
8605,6587,,,
8606,6589,,,
8607,6589,,,
8608,6590,,,
8609,6591,,,
8610,6591,,,
8611,6592,,,
8612,6593,,,
8613,6594,,,
8614,6595,,,
8615,6595,,,
8616,6596,,,
8617,6597,,,
8618,6598,,,
8619,6597,,,
8620,6600,,,
8621,6599,,,
8622,6601,,,
8623,6601,,,
8624,6602,,,
8625,6603,,,
8626,6604,,,
8627,6605,,,
8628,6605,,,
8629,6606,,,
8630,6607,,,
8631,6608,,,
8632,6609,,,
8633,6609,,,
8634,6610,,,
8635,6610,,,
8636,6612,,,
8637,6612,,,
8638,6613,,,
8639,6614,,,
8640,6614,,,
8641,6616,,,
8642,6616,,,
8643,6617,,,
8644,6618,,,
8645,6618,,,
8646,6619,,,
8647,6620,,,
8648,6620,,,
8649,6622,,,
8650,6622,,,
8651,6623,,,
8652,6623,,,
8653,6624,,,
8654,6625,,,
8655,6626,,,
8656,6627,,,
8657,6627,,,
8658,6629,,,
8659,6628,,,
8660,6630,,,
8661,6631,,,
8662,6632,,,
8663,6632,,,
8664,6633,,,
8665,6634,,,
8666,6633,,,
8667,6635,,,
8668,6636,,,
8669,6635,,,
8670,6638,,,
8671,6639,,,
8672,6638,,,
8673,6640,,,
8674,6641,,,
8675,6641,,,
8676,6642,,,
8677,6642,,,
8678,6643,,,
8679,6644,,,
8680,6645,,,
8681,6646,,,
8682,6646,,,
8683,6648,,,
8684,6649,,,
8685,6648,,,
8686,6650,,,
8687,6649,,,
8688,6651,,,
8689,6652,,,
8690,6652,,,
8691,6654,,,
8692,6654,,,
8693,6655,,,
8694,6656,,,
8695,6657,,,
8696,6657,,,
8697,6658,,,
8698,6659,,,
8699,6660,,,
8700,6661,,,
8701,6662,,,
8702,6661,,,
8703,6663,,,
8704,6663,,,
8705,6664,,,
8706,6665,,,
8707,6665,,,
8708,6666,,,
8709,6668,,,
8710,6668,,,
8711,6669,,,
8712,6670,,,
8713,6669,,,
8714,6671,,,
8715,6672,,,
8716,6673,,,
8717,6674,,,
8718,6674,,,
8719,6675,,,
8720,6674,,,
8721,6677,,,
8722,6677,,,
8723,6678,,,
8724,6678,,,
8725,6680,,,
8726,6680,,,
8727,6681,,,
8728,6682,,,
8729,6683,,,
8730,6683,,,
8731,6684,,,
8732,6685,,,
8733,6685,,,
8734,6687,,,
8735,6685,,,
8736,6688,,,
8737,6689,,,
8738,6690,,,
8739,6690,,,
8740,6691,,,
8741,6692,,,
8742,6692,,,
8743,6693,,,
8744,6694,,,
8745,6695,,,
8746,6695,,,
8747,6697,,,
8748,6697,,,
8749,6698,,,
8750,6699,,,
8751,6698,,,
8752,6700,,,
8753,6701,,,
8754,6702,,,
8755,6703,,,
8756,6703,,,
8757,6704,,,
8758,6705,,,
8759,6705,,,
8760,6707,,,
8761,6707,,,
8762,6708,,,
8763,6709,,,
8764,6710,,,
8765,6710,,,
8766,6711,,,
8767,6712,,,
8768,6713,,,
8769,6713,,,
8770,6714,,,
8771,6715,,,
8772,6716,,,
8773,6716,,,
8774,6717,,,
8775,6718,,,
8776,6719,,,
8777,6720,,,
8778,6720,,,
8779,6721,,,
8780,6722,,,
8781,6723,,,
8782,6724,,,
8783,6723,,,
8784,6725,,,
8785,6726,,,
8786,6726,,,
8787,6727,,,
8788,6727,,,
8789,6728,,,
8790,6730,,,
8791,6731,,,
8792,6730,,,
8793,6732,,,
8794,6733,,,
8795,6733,,,
8796,6734,,,
8797,6735,,,
8798,6735,,,
8799,6736,,,
8800,6737,,,
8801,6738,,,
8802,6739,,,
8803,6739,,,
8804,6740,,,
8805,6739,,,
8806,6742,,,
8807,6742,,,
8808,6743,,,
8809,6744,,,
8810,6745,,,
8811,6746,,,
8812,6746,,,
8813,6747,,,
8814,6748,,,
8815,6748,,,
8816,6749,,,
8817,6750,,,
8818,6751,,,
8819,6752,,,
8820,6753,,,
8821,6753,,,
8822,6754,,,
8823,6755,,,
8824,6756,,,
8825,6757,,,
8826,6756,,,
8827,6758,,,
8828,6759,,,
8829,6759,,,
8830,6760,,,
8831,6761,,,
8832,6762,,,
8833,6762,,,
8834,6763,,,
8835,6764,,,
8836,6764,,,
8837,6766,,,
8838,6766,,,
8839,6767,,,
8840,6768,,,
8841,6769,,,
8842,6770,,,
8843,6769,,,
8844,6771,,,
8845,6770,,,
8846,6772,,,
8847,6773,,,
8848,6774,,,
8849,6775,,,
8850,6775,,,
8851,6776,,,
8852,6777,,,
8853,6778,,,
8854,6778,,,
8855,6779,,,
8856,6780,,,
8857,6781,,,
8858,6780,,,
8859,6783,,,
8860,6782,,,
8861,6784,,,
8862,6784,,,
8863,6786,,,
8864,6786,,,
8865,6787,,,
8866,6787,,,
8867,6789,,,
8868,6789,,,
8869,6790,,,
8870,6791,,,
8871,6790,,,
8872,6792,,,
8873,6793,,,
8874,6793,,,
8875,6794,,,
8876,6795,,,
8877,6796,,,
8878,6797,,,
8879,6798,,,
8880,6799,,,
8881,6799,,,
8882,6800,,,
8883,6800,,,
8884,6801,,,
8885,6802,,,
8886,6803,,,
8887,6803,,,
8888,6805,,,
8889,6805,,,
8890,6806,,,
8891,6806,,,
8892,6808,,,
8893,6808,,,
8894,6809,,,
8895,6810,,,
8896,6811,,,
8897,6811,,,
8898,6812,,,
8899,6813,,,
8900,6814,,,
8901,6814,,,
8902,6815,,,
8903,6816,,,
8904,6816,,,
8905,6817,,,
8906,6818,,,
8907,6819,,,
8908,6819,,,
8909,6820,,,
8910,6822,,,
8911,6822,,,
8912,6823,,,
8913,6824,,,
8914,6825,,,
8915,6825,,,
8916,6825,,,
8917,6827,,,
8918,6828,,,
8919,6828,,,
8920,6828,,,
8921,6830,,,
8922,6831,,,
8923,6831,,,
8924,6832,,,
8925,6832,,,
8926,6833,,,
8927,6834,,,
8928,6835,,,
8929,6835,,,
8930,6837,,,
8931,6837,,,
8932,6838,,,
8933,6837,,,
8934,6840,,,
8935,6841,,,
8936,6841,,,
8937,6842,,,
8938,6843,,,
8939,6842,,,
8940,6844,,,
8941,6845,,,
8942,6846,,,
8943,6846,,,
8944,6848,,,
8945,6848,,,
8946,6849,,,
8947,6850,,,
8948,6850,,,
8949,6851,,,
8950,6851,,,
8951,6853,,,
8952,6853,,,
8953,6855,,,
8954,6854,,,
8955,6856,,,
8956,6856,,,
8957,6857,,,
8958,6858,,,
8959,6858,,,
8960,6860,,,
8961,6860,,,
8962,6861,,,
8963,6862,,,
8964,6863,,,
8965,6863,,,
8966,6864,,,
8967,6865,,,
8968,6865,,,
8969,6866,,,
8970,6867,,,
8971,6868,,,
8972,6868,,,
8973,6870,,,
8974,6870,,,
8975,6871,,,
8976,6872,,,
8977,6873,,,
8978,6873,,,
8979,6874,,,
8980,6875,,,
8981,6876,,,
8982,6876,,,
8983,6877,,,
8984,6878,,,
8985,6879,,,
8986,6880,,,
8987,6879,,,
8988,6881,,,
8989,6882,,,
8990,6883,,,
8991,6883,,,
8992,6884,,,
8993,6885,,,
8994,6886,,,
8995,6886,,,
8996,6887,,,
8997,6888,,,
8998,6889,,,
8999,6889,,,
9000,6890,,,
9001,6890,,,
9002,6891,,,
9003,6892,,,
9004,6894,,,
9005,6893,,,
9006,6895,,,
9007,6896,,,
9008,6896,,,
9009,6897,,,
9010,6898,,,
9011,6899,,,
9012,6898,,,
9013,6900,,,
9014,6901,,,
9015,6902,,,
9016,6903,,,
9017,6903,,,
9018,6904,,,
9019,6905,,,
9020,6905,,,
9021,6906,,,
9022,6907,,,
9023,6908,,,
9024,6908,,,
9025,6909,,,
9026,6910,,,
9027,6911,,,
9028,6911,,,
9029,6913,,,
9030,6913,,,
9031,6914,,,
9032,6915,,,
9033,6916,,,
9034,6916,,,
9035,6917,,,
9036,6918,,,
9037,6918,,,
9038,6919,,,
9039,6920,,,
9040,6920,,,
9041,6922,,,
9042,6920,,,
9043,6923,,,
9044,6923,,,
9045,6925,,,
9046,6926,,,
9047,6926,,,
9048,6927,,,
9049,6928,,,
9050,6928,,,
9051,6929,,,
9052,6930,,,
9053,6931,,,
9054,6931,,,
9055,6933,,,
9056,6933,,,
9057,6934,,,
9058,6935,,,
9059,6935,,,
9060,6936,,,
9061,6937,,,
9062,6937,,,
9063,6939,,,
9064,6939,,,
9065,6940,,,
9066,6941,,,
9067,6942,,,
9068,6942,,,
9069,6943,,,
9070,6944,,,
9071,6944,,,
9072,6945,,,
9073,6946,,,
9074,6947,,,
9075,6948,,,
9076,6947,,,
9077,6949,,,
9078,6949,,,
9079,6951,,,
9080,6951,,,
9081,6952,,,
9082,6953,,,
9083,6954,,,
9084,6955,,,
9085,6955,,,
9086,6956,,,
9087,6956,,,
9088,6957,,,
9089,6959,,,
9090,6958,,,
9091,6960,,,
9092,6960,,,
9093,6962,,,
9094,6962,,,
9095,6962,,,
9096,6964,,,
9097,6964,,,
9098,6965,,,
9099,6966,,,
9100,6967,,,
9101,6967,,,
9102,6968,,,
9103,6969,,,
9104,6969,,,
9105,6970,,,
9106,6972,,,
9107,6972,,,
9108,6973,,,
9109,6972,,,
9110,6974,,,
9111,6975,,,
9112,6975,,,
9113,6977,,,
9114,6978,,,
9115,6977,,,
9116,6978,,,
9117,6980,,,
9118,6981,,,
9119,6981,,,
9120,6982,,,
9121,6983,,,
9122,6983,,,
9123,6984,,,
9124,6985,,,
9125,6986,,,
9126,6987,,,
9127,6988,,,
9128,6988,,,
9129,6988,,,
9130,6990,,,
9131,6991,,,
9132,6991,,,
9133,6992,,,
9134,6993,,,
9135,6994,,,
9136,6994,,,
9137,6995,,,
9138,6996,,,
9139,6996,,,
9140,6997,,,
9141,6998,,,
9142,6999,,,
9143,7000,,,
9144,7000,,,
9145,7001,,,
9146,7002,,,
9147,7003,,,
9148,7004,,,
9149,7003,,,
9150,7005,,,
9151,7006,,,
9152,7006,,,
9153,7007,,,
9154,7008,,,
9155,7009,,,
9156,7010,,,
9157,7011,,,
9158,7010,,,
9159,7011,,,
9160,7013,,,
9161,7014,,,
9162,7013,,,
9163,7015,,,
9164,7016,,,
9165,7016,,,
9166,7017,,,
9167,7018,,,
9168,7019,,,
9169,7020,,,
9170,7019,,,
9171,7021,,,
9172,7022,,,
9173,7023,,,
9174,7023,,,
9175,7024,,,
9176,7025,,,
9177,7026,,,
9178,7026,,,
9179,7027,,,
9180,7028,,,
9181,7029,,,
9182,7029,,,
9183,7030,,,
9184,7031,,,
9185,7030,,,
9186,7033,,,
9187,7032,,,
9188,7034,,,
9189,7035,,,
9190,7036,,,
9191,7035,,,
9192,7037,,,
9193,7038,,,
9194,7038,,,
9195,7040,,,
9196,7040,,,
9197,7041,,,
9198,7041,,,
9199,7043,,,
9200,7043,,,
9201,7044,,,
9202,7044,,,
9203,7045,,,
9204,7046,,,
9205,7047,,,
9206,7047,,,
9207,7049,,,
9208,7049,,,
9209,7050,,,
9210,7051,,,
9211,7052,,,
9212,7052,,,
9213,7053,,,
9214,7054,,,
9215,7055,,,
9216,7056,,,
9217,7056,,,
9218,7057,,,
9219,7058,,,
9220,7058,,,
9221,7060,,,
9222,7060,,,
9223,7060,,,
9224,7062,,,
9225,7063,,,
9226,7062,,,
9227,7064,,,
9228,7065,,,
9229,7066,,,
9230,7066,,,
9231,7067,,,
9232,7067,,,
9233,7069,,,
9234,7069,,,
9235,7070,,,
9236,7069,,,
9237,7072,,,
9238,7072,,,
9239,7073,,,
9240,7074,,,
9241,7074,,,
9242,7076,,,
9243,7076,,,
9244,7077,,,
9245,7078,,,
9246,7078,,,
9247,7079,,,
9248,7080,,,
9249,7081,,,
9250,7082,,,
9251,7083,,,
9252,7083,,,
9253,7084,,,
9254,7084,,,
9255,7086,,,
9256,7086,,,
9257,7087,,,
9258,7088,,,
9259,7088,,,
9260,7089,,,
9261,7090,,,
9262,7090,,,
9263,7091,,,
9264,7092,,,
9265,7093,,,
9266,7094,,,
9267,7095,,,
9268,7095,,,
9269,7096,,,
9270,7097,,,
9271,7098,,,
9272,7099,,,
9273,7099,,,
9274,7100,,,
9275,7101,,,
9276,7101,,,
9277,7102,,,
9278,7103,,,
9279,7104,,,
9280,7104,,,
9281,7105,,,
9282,7106,,,
9283,7107,,,
9284,7108,,,
9285,7109,,,
9286,7109,,,
9287,7110,,,
9288,7111,,,
9289,7112,,,
9290,7111,,,
9291,7113,,,
9292,7114,,,
9293,7114,,,
9294,7115,,,
9295,7116,,,
9296,7116,,,
9297,7117,,,
9298,7118,,,
9299,7119,,,
9300,7120,,,
9301,7121,,,
9302,7121,,,
9303,7122,,,
9304,7123,,,
9305,7124,,,
9306,7124,,,
9307,7125,,,
9308,7126,,,
9309,7127,,,
9310,7128,,,
9311,7128,,,
9312,7129,,,
9313,7130,,,
9314,7131,,,
9315,7132,,,
9316,7132,,,
9317,7133,,,
9318,7134,,,
9319,7134,,,
9320,7135,,,
9321,7136,,,
9322,7137,,,
9323,7137,,,
9324,7138,,,
9325,7139,,,
9326,7140,,,
9327,7141,,,
9328,7141,,,
9329,7142,,,
9330,7143,,,
9331,7142,,,
9332,7145,,,
9333,7145,,,
9334,7146,,,
9335,7146,,,
9336,7148,,,
9337,7147,,,
9338,7149,,,
9339,7150,,,
9340,7149,,,
9341,7151,,,
9342,7152,,,
9343,7152,,,
9344,7154,,,
9345,7154,,,
9346,7155,,,
9347,7156,,,
9348,7156,,,
9349,7157,,,
9350,7158,,,
9351,7159,,,
9352,7160,,,
9353,7160,,,
9354,7161,,,
9355,7162,,,
9356,7163,,,
9357,7164,,,
9358,7164,,,
9359,7165,,,
9360,7166,,,
9361,7166,,,
9362,7167,,,
9363,7168,,,
9364,7168,,,
9365,7170,,,
9366,7169,,,
9367,7171,,,
9368,7172,,,
9369,7173,,,
9370,7174,,,
9371,7174,,,
9372,7175,,,
9373,7174,,,
9374,7176,,,
9375,7177,,,
9376,7178,,,
9377,7179,,,
9378,7180,,,
9379,7180,,,
9380,7181,,,
9381,7182,,,
9382,7183,,,
9383,7183,,,
9384,7184,,,
9385,7185,,,
9386,7186,,,
9387,7187,,,
9388,7187,,,
9389,7187,,,
9390,7189,,,
9391,7189,,,
9392,7190,,,
9393,7191,,,
9394,7191,,,
9395,7193,,,
9396,7194,,,
9397,7194,,,
9398,7194,,,
9399,7195,,,
9400,7197,,,
9401,7196,,,
9402,7198,,,
9403,7198,,,
9404,7200,,,
9405,7200,,,
9406,7201,,,
9407,7200,,,
9408,7203,,,
9409,7203,,,
9410,7204,,,
9411,7205,,,
9412,7206,,,
9413,7205,,,
9414,7207,,,
9415,7208,,,
9416,7208,,,
9417,7209,,,
9418,7210,,,
9419,7211,,,
9420,7212,,,
9421,7213,,,
9422,7213,,,
9423,7214,,,
9424,7215,,,
9425,7216,,,
9426,7216,,,
9427,7217,,,
9428,7218,,,
9429,7218,,,
9430,7219,,,
9431,7220,,,
9432,7221,,,
9433,7222,,,
9434,7223,,,
9435,7223,,,
9436,7224,,,
9437,7225,,,
9438,7225,,,
9439,7226,,,
9440,7227,,,
9441,7228,,,
9442,7228,,,
9443,7230,,,
9444,7229,,,
9445,7231,,,
9446,7231,,,
9447,7233,,,
9448,7233,,,
9449,7234,,,
9450,7235,,,
9451,7235,,,
9452,7237,,,
9453,7235,,,
9454,7238,,,
9455,7239,,,
9456,7240,,,
9457,7239,,,
9458,7241,,,
9459,7242,,,
9460,7242,,,
9461,7243,,,
9462,7244,,,
9463,7245,,,
9464,7245,,,
9465,7246,,,
9466,7247,,,
9467,7247,,,
9468,7248,,,
9469,7249,,,
9470,7250,,,
9471,7250,,,
9472,7251,,,
9473,7252,,,
9474,7253,,,
9475,7254,,,
9476,7255,,,
9477,7255,,,
9478,7256,,,
9479,7257,,,
9480,7258,,,
9481,7258,,,
9482,7259,,,
9483,7260,,,
9484,7261,,,
9485,7262,,,
9486,7261,,,
9487,7263,,,
9488,7264,,,
9489,7264,,,
9490,7266,,,
9491,7265,,,
9492,7267,,,
9493,7267,,,
9494,7268,,,
9495,7269,,,
9496,7270,,,
9497,7269,,,
9498,7272,,,
9499,7272,,,
9500,7273,,,
9501,7274,,,
9502,7274,,,
9503,7275,,,
9504,7276,,,
9505,7276,,,
9506,7278,,,
9507,7278,,,
9508,7279,,,
9509,7280,,,
9510,7281,,,
9511,7282,,,
9512,7282,,,
9513,7283,,,
9514,7284,,,
9515,7284,,,
9516,7286,,,
9517,7285,,,
9518,7287,,,
9519,7287,,,
9520,7288,,,
9521,7289,,,
9522,7290,,,
9523,7289,,,
9524,7292,,,
9525,7292,,,
9526,7292,,,
9527,7294,,,
9528,7295,,,
9529,7295,,,
9530,7296,,,
9531,7297,,,
9532,7297,,,
9533,7298,,,
9534,7299,,,
9535,7300,,,
9536,7301,,,
9537,7302,,,
9538,7302,,,
9539,7303,,,
9540,7304,,,
9541,7304,,,
9542,7305,,,
9543,7306,,,
9544,7307,,,
9545,7306,,,
9546,7308,,,
9547,7309,,,
9548,7310,,,
9549,7311,,,
9550,7311,,,
9551,7312,,,
9552,7313,,,
9553,7314,,,
9554,7314,,,
9555,7315,,,
9556,7316,,,
9557,7317,,,
9558,7317,,,
9559,7318,,,
9560,7319,,,
9561,7319,,,
9562,7320,,,
9563,7321,,,
9564,7322,,,
9565,7323,,,
9566,7324,,,
9567,7324,,,
9568,7325,,,
9569,7326,,,
9570,7327,,,
9571,7326,,,
9572,7328,,,
9573,7329,,,
9574,7330,,,
9575,7330,,,
9576,7331,,,
9577,7331,,,
9578,7333,,,
9579,7334,,,
9580,7333,,,
9581,7335,,,
9582,7336,,,
9583,7336,,,
9584,7337,,,
9585,7338,,,
9586,7339,,,
9587,7339,,,
9588,7341,,,
9589,7341,,,
9590,7342,,,
9591,7342,,,
9592,7343,,,
9593,7344,,,
9594,7345,,,
9595,7346,,,
9596,7346,,,
9597,7347,,,
9598,7348,,,
9599,7348,,,
9600,7350,,,
9601,7350,,,
9602,7351,,,
9603,7352,,,
9604,7353,,,
9605,7353,,,
9606,7354,,,
9607,7355,,,
9608,7356,,,
9609,7356,,,
9610,7357,,,
9611,7358,,,
9612,7359,,,
9613,7360,,,
9614,7360,,,
9615,7361,,,
9616,7361,,,
9617,7362,,,
9618,7363,,,
9619,7364,,,
9620,7364,,,
9621,7366,,,
9622,7366,,,
9623,7367,,,
9624,7368,,,
9625,7367,,,
9626,7369,,,
9627,7370,,,
9628,7371,,,
9629,7372,,,
9630,7372,,,
9631,7373,,,
9632,7374,,,
9633,7375,,,
9634,7376,,,
9635,7376,,,
9636,7377,,,
9637,7378,,,
9638,7379,,,
9639,7379,,,
9640,7380,,,
9641,7381,,,
9642,7381,,,
9643,7382,,,
9644,7383,,,
9645,7384,,,
9646,7385,,,
9647,7386,,,
9648,7386,,,
9649,7387,,,
9650,7387,,,
9651,7389,,,
9652,7388,,,
9653,7390,,,
