Index,Similar Digits to Pi,,Similar Digits to Pi,Index
3841,2941,,,
3842,2942,,,
3843,2942,,,
3844,2943,,,
3845,2943,,,
3846,2944,,,
3847,2945,,,
3848,2946,,,
3849,2946,,,
3850,2947,,,
3851,2949,,,
3852,2948,,,
3853,2950,,,
3854,2948,,,
3855,2952,,,
3856,2952,,,
3857,2953,,,
3858,2953,,,
3859,2954,,,
3860,2956,,,
3861,2955,,,
3862,2957,,,
3863,2958,,,
3864,2958,,,
3865,2959,,,
3866,2960,,,
3867,2961,,,
3868,2960,,,
3869,2962,,,
3870,2963,,,
3871,2963,,,
3872,2964,,,
3873,2965,,,
3874,2966,,,
3875,2967,,,
3876,2967,,,
3877,2968,,,
3878,2969,,,
3879,2970,,,
3880,2971,,,
3881,2971,,,
3882,2972,,,
3883,2973,,,
3884,2973,,,
3885,2975,,,
3886,2974,,,
3887,2975,,,
3888,2977,,,
3889,2977,,,
3890,2978,,,
3891,2979,,,
3892,2978,,,
3893,2981,,,
3894,2981,,,
3895,2982,,,
3896,2982,,,
3897,2984,,,
3898,2985,,,
3899,2984,,,
3900,2985,,,
3901,2986,,,
3902,2987,,,
3903,2988,,,
3904,2989,,,
3905,2990,,,
3906,2990,,,
3907,2991,,,
3908,2992,,,
3909,2993,,,
3910,2994,,,
3911,2994,,,
3912,2995,,,
3913,2996,,,
3914,2997,,,
3915,2998,,,
3916,2997,,,
3917,2999,,,
3918,3000,,,
3919,3000,,,
3920,3001,,,
3921,3002,,,
3922,3002,,,
3923,3004,,,
3924,3003,,,
3925,3005,,,
3926,3006,,,
3927,3006,,,
3928,3008,,,
3929,3007,,,
3930,3008,,,
3931,3009,,,
3932,3010,,,
3933,3011,,,
3934,3012,,,
3935,3012,,,
3936,3013,,,
3937,3014,,,
3938,3015,,,
3939,3016,,,
3940,3017,,,
3941,3017,,,
3942,3018,,,
3943,3017,,,
3944,3020,,,
3945,3020,,,
3946,3021,,,
3947,3022,,,
3948,3023,,,
3949,3023,,,
3950,3024,,,
3951,3025,,,
3952,3026,,,
3953,3025,,,
3954,3027,,,
3955,3028,,,
3956,3028,,,
3957,3029,,,
3958,3030,,,
3959,3031,,,
3960,3032,,,
3961,3032,,,
3962,3034,,,
3963,3034,,,
3964,3035,,,
3965,3035,,,
3966,3037,,,
3967,3036,,,
3968,3037,,,
3969,3039,,,
3970,3039,,,
3971,3040,,,
3972,3041,,,
3973,3041,,,
3974,3043,,,
3975,3043,,,
3976,3044,,,
3977,3045,,,
3978,3045,,,
3979,3046,,,
3980,3047,,,
3981,3048,,,
3982,3048,,,
3983,3049,,,
3984,3050,,,
3985,3051,,,
3986,3052,,,
3987,3052,,,
3988,3053,,,
3989,3054,,,
3990,3054,,,
3991,3055,,,
3992,3056,,,
3993,3057,,,
3994,3057,,,
3995,3059,,,
3996,3059,,,
3997,3060,,,
3998,3061,,,
3999,3062,,,
4000,3063,,,
4001,3063,,,
4002,3064,,,
4003,3065,,,
4004,3065,,,
4005,3066,,,
4006,3067,,,
4007,3068,,,
4008,3068,,,
4009,3070,,,
4010,3070,,,
4011,3071,,,
4012,3072,,,
4013,3072,,,
4014,3073,,,
4015,3074,,,
4016,3074,,,
4017,3075,,,
4018,3076,,,
4019,3077,,,
4020,3078,,,
4021,3079,,,
4022,3079,,,
4023,3080,,,
4024,3081,,,
4025,3081,,,
4026,3082,,,
4027,3083,,,
4028,3084,,,
4029,3085,,,
4030,3085,,,
4031,3086,,,
4032,3087,,,
4033,3088,,,
4034,3088,,,
4035,3090,,,
4036,3088,,,
4037,3091,,,
4038,3091,,,
4039,3092,,,
4040,3093,,,
4041,3094,,,
4042,3095,,,
4043,3094,,,
4044,3096,,,
4045,3097,,,
4046,3098,,,
4047,3098,,,
4048,3099,,,
4049,3100,,,
4050,3101,,,
4051,3100,,,
4052,3103,,,
4053,3102,,,
4054,3104,,,
4055,3105,,,
4056,3106,,,
4057,3105,,,
4058,3107,,,
4059,3108,,,
4060,3108,,,
4061,3109,,,
4062,3110,,,
4063,3111,,,
4064,3111,,,
4065,3112,,,
4066,3113,,,
4067,3114,,,
4068,3114,,,
4069,3115,,,
4070,3116,,,
4071,3117,,,
4072,3118,,,
4073,3118,,,
4074,3119,,,
4075,3120,,,
4076,3121,,,
4077,3121,,,
4078,3122,,,
4079,3123,,,
4080,3124,,,
4081,3124,,,
4082,3125,,,
4083,3126,,,
4084,3127,,,
4085,3128,,,
4086,3128,,,
4087,3129,,,
4088,3129,,,
4089,3130,,,
4090,3131,,,
4091,3132,,,
4092,3133,,,
4093,3133,,,
4094,3135,,,
4095,3135,,,
4096,3136,,,
4097,3137,,,
4098,3136,,,
4099,3138,,,
4100,3139,,,
4101,3140,,,
4102,3141,,,
4103,3142,,,
4104,3142,,,
4105,3143,,,
4106,3144,,,
4107,3145,,,
4108,3145,,,
4109,3146,,,
4110,3147,,,
4111,3147,,,
4112,3148,,,
4113,3149,,,
4114,3149,,,
4115,3151,,,
4116,3151,,,
4117,3152,,,
4118,3153,,,
4119,3153,,,
4120,3155,,,
4121,3153,,,
4122,3156,,,
4123,3156,,,
4124,3158,,,
4125,3158,,,
4126,3159,,,
4127,3160,,,
4128,3161,,,
4129,3161,,,
4130,3162,,,
4131,3162,,,
4132,3163,,,
4133,3164,,,
4134,3165,,,
4135,3165,,,
4136,3166,,,
4137,3167,,,
4138,3168,,,
4139,3169,,,
4140,3170,,,
4141,3170,,,
4142,3171,,,
4143,3172,,,
4144,3172,,,
4145,3174,,,
4146,3174,,,
4147,3175,,,
4148,3176,,,
4149,3176,,,
4150,3177,,,
4151,3178,,,
4152,3179,,,
4153,3180,,,
4154,3180,,,
4155,3181,,,
4156,3182,,,
4157,3183,,,
4158,3182,,,
4159,3184,,,
4160,3185,,,
4161,3185,,,
4162,3187,,,
4163,3187,,,
4164,3188,,,
4165,3189,,,
4166,3189,,,
4167,3190,,,
4168,3191,,,
4169,3192,,,
4170,3192,,,
4171,3194,,,
4172,3193,,,
4173,3195,,,
4174,3196,,,
4175,3197,,,
4176,3197,,,
4177,3198,,,
4178,3199,,,
4179,3200,,,
4180,3201,,,
4181,3200,,,
4182,3202,,,
4183,3201,,,
4184,3203,,,
4185,3204,,,
4186,3205,,,
4187,3205,,,
4188,3206,,,
4189,3207,,,
4190,3208,,,
4191,3208,,,
4192,3209,,,
4193,3210,,,
4194,3211,,,
4195,3212,,,
4196,3212,,,
4197,3213,,,
4198,3214,,,
4199,3215,,,
4200,3214,,,
4201,3217,,,
4202,3216,,,
4203,3218,,,
4204,3216,,,
4205,3219,,,
4206,3220,,,
4207,3221,,,
4208,3222,,,
4209,3223,,,
4210,3223,,,
4211,3224,,,
4212,3225,,,
4213,3226,,,
4214,3226,,,
4215,3227,,,
4216,3228,,,
4217,3228,,,
4218,3229,,,
4219,3230,,,
4220,3231,,,
4221,3231,,,
4222,3232,,,
4223,3233,,,
4224,3234,,,
4225,3235,,,
4226,3235,,,
4227,3236,,,
4228,3237,,,
4229,3238,,,
4230,3238,,,
4231,3240,,,
4232,3239,,,
4233,3240,,,
4234,3242,,,
4235,3241,,,
4236,3243,,,
4237,3244,,,
4238,3244,,,
4239,3246,,,
4240,3246,,,
4241,3246,,,
4242,3248,,,
4243,3248,,,
4244,3249,,,
4245,3249,,,
4246,3251,,,
4247,3251,,,
4248,3253,,,
4249,3251,,,
4250,3254,,,
4251,3254,,,
4252,3255,,,
4253,3256,,,
4254,3257,,,
4255,3257,,,
4256,3259,,,
4257,3259,,,
4258,3260,,,
4259,3261,,,
4260,3262,,,
4261,3262,,,
4262,3263,,,
4263,3263,,,
4264,3265,,,
4265,3265,,,
4266,3266,,,
4267,3267,,,
4268,3268,,,
4269,3267,,,
4270,3269,,,
4271,3270,,,
4272,3269,,,
4273,3272,,,
4274,3272,,,
4275,3273,,,
4276,3274,,,
4277,3274,,,
4278,3275,,,
4279,3276,,,
4280,3277,,,
4281,3278,,,
4282,3278,,,
4283,3279,,,
4284,3280,,,
4285,3281,,,
4286,3281,,,
4287,3282,,,
4288,3283,,,
4289,3283,,,
4290,3285,,,
4291,3283,,,
4292,3286,,,
4293,3286,,,
4294,3288,,,
4295,3287,,,
4296,3289,,,
4297,3290,,,
4298,3290,,,
4299,3292,,,
4300,3292,,,
4301,3293,,,
4302,3293,,,
4303,3295,,,
4304,3293,,,
4305,3296,,,
4306,3297,,,
4307,3297,,,
4308,3299,,,
4309,3297,,,
4310,3300,,,
4311,3300,,,
4312,3301,,,
4313,3302,,,
4314,3303,,,
4315,3304,,,
4316,3304,,,
4317,3305,,,
4318,3305,,,
4319,3307,,,
4320,3307,,,
4321,3308,,,
4322,3309,,,
4323,3309,,,
4324,3310,,,
4325,3311,,,
4326,3312,,,
4327,3313,,,
4328,3313,,,
4329,3315,,,
4330,3314,,,
4331,3316,,,
4332,3317,,,
4333,3317,,,
4334,3318,,,
4335,3319,,,
4336,3319,,,
4337,3320,,,
4338,3321,,,
4339,3321,,,
4340,3323,,,
4341,3324,,,
4342,3325,,,
4343,3325,,,
4344,3326,,,
4345,3327,,,
4346,3328,,,
4347,3327,,,
4348,3329,,,
4349,3329,,,
4350,3330,,,
4351,3331,,,
4352,3332,,,
4353,3332,,,
4354,3333,,,
4355,3334,,,
4356,3335,,,
4357,3336,,,
4358,3337,,,
4359,3338,,,
4360,3337,,,
4361,3338,,,
4362,3339,,,
4363,3340,,,
4364,3341,,,
4365,3342,,,
4366,3343,,,
4367,3344,,,
4368,3344,,,
4369,3345,,,
4370,3346,,,
4371,3346,,,
4372,3347,,,
4373,3348,,,
4374,3348,,,
4375,3350,,,
4376,3350,,,
4377,3351,,,
4378,3352,,,
4379,3352,,,
4380,3354,,,
4381,3354,,,
4382,3355,,,
4383,3356,,,
4384,3356,,,
4385,3357,,,
4386,3358,,,
4387,3359,,,
4388,3358,,,
4389,3360,,,
4390,3361,,,
4391,3361,,,
4392,3363,,,
4393,3364,,,
4394,3364,,,
4395,3365,,,
4396,3365,,,
4397,3367,,,
4398,3367,,,
4399,3368,,,
4400,3368,,,
4401,3369,,,
4402,3370,,,
4403,3371,,,
4404,3372,,,
4405,3372,,,
4406,3373,,,
4407,3374,,,
4408,3375,,,
4409,3376,,,
4410,3377,,,
4411,3376,,,
4412,3377,,,
4413,3379,,,
4414,3379,,,
4415,3380,,,
4416,3381,,,
4417,3381,,,
4418,3382,,,
4419,3383,,,
4420,3384,,,
4421,3385,,,
4422,3385,,,
4423,3386,,,
4424,3387,,,
4425,3388,,,
4426,3389,,,
4427,3389,,,
4428,3390,,,
4429,3390,,,
4430,3391,,,
4431,3392,,,
4432,3393,,,
4433,3394,,,
4434,3395,,,
4435,3396,,,
4436,3396,,,
4437,3397,,,
4438,3398,,,
4439,3398,,,
4440,3399,,,
4441,3400,,,
4442,3401,,,
4443,3401,,,
4444,3403,,,
4445,3403,,,
4446,3403,,,
4447,3404,,,
4448,3406,,,
4449,3405,,,
4450,3406,,,
4451,3408,,,
4452,3409,,,
4453,3409,,,
4454,3410,,,
4455,3411,,,
4456,3412,,,
4457,3413,,,
4458,3412,,,
4459,3413,,,
4460,3415,,,
4461,3415,,,
4462,3416,,,
4463,3417,,,
4464,3418,,,
4465,3417,,,
4466,3419,,,
4467,3420,,,
4468,3421,,,
4469,3422,,,
4470,3423,,,
4471,3422,,,
4472,3424,,,
4473,3425,,,
4474,3426,,,
4475,3425,,,
4476,3427,,,
4477,3428,,,
4478,3428,,,
4479,3429,,,
4480,3429,,,
4481,3431,,,
4482,3431,,,
4483,3432,,,
4484,3433,,,
4485,3433,,,
4486,3435,,,
4487,3435,,,
4488,3436,,,
4489,3437,,,
4490,3437,,,
4491,3438,,,
4492,3439,,,
4493,3440,,,
4494,3441,,,
4495,3441,,,
4496,3442,,,
4497,3443,,,
4498,3444,,,
4499,3445,,,
4500,3444,,,
4501,3446,,,
4502,3447,,,
4503,3447,,,
4504,3448,,,
4505,3449,,,
4506,3450,,,
4507,3451,,,
4508,3451,,,
4509,3452,,,
4510,3453,,,
4511,3454,,,
4512,3455,,,
4513,3455,,,
4514,3456,,,
4515,3456,,,
4516,3458,,,
4517,3457,,,
4518,3459,,,
4519,3460,,,
4520,3460,,,
4521,3462,,,
4522,3462,,,
4523,3463,,,
4524,3464,,,
4525,3464,,,
4526,3465,,,
4527,3465,,,
4528,3467,,,
4529,3468,,,
4530,3468,,,
4531,3469,,,
4532,3468,,,
4533,3471,,,
4534,3471,,,
4535,3472,,,
4536,3473,,,
4537,3474,,,
4538,3475,,,
4539,3475,,,
4540,3476,,,
4541,3477,,,
4542,3477,,,
4543,3478,,,
4544,3479,,,
4545,3479,,,
4546,3481,,,
4547,3480,,,
4548,3482,,,
4549,3483,,,
4550,3483,,,
4551,3484,,,
4552,3485,,,
4553,3485,,,
4554,3487,,,
4555,3486,,,
4556,3488,,,
4557,3489,,,
4558,3490,,,
4559,3491,,,
4560,3491,,,
4561,3492,,,
4562,3493,,,
4563,3493,,,
4564,3495,,,
4565,3494,,,
4566,3496,,,
4567,3496,,,
4568,3497,,,
4569,3498,,,
4570,3499,,,
4571,3499,,,
4572,3500,,,
4573,3501,,,
4574,3502,,,
4575,3502,,,
4576,3504,,,
4577,3504,,,
4578,3505,,,
4579,3506,,,
4580,3506,,,
4581,3508,,,
4582,3507,,,
4583,3509,,,
4584,3510,,,
4585,3511,,,
4586,3510,,,
4587,3512,,,
4588,3513,,,
4589,3514,,,
4590,3514,,,
4591,3515,,,
4592,3516,,,
4593,3517,,,
4594,3517,,,
4595,3518,,,
4596,3518,,,
4597,3520,,,
4598,3520,,,
4599,3521,,,
4600,3522,,,
4601,3523,,,
4602,3524,,,
4603,3523,,,
4604,3525,,,
4605,3526,,,
4606,3525,,,
4607,3527,,,
4608,3528,,,
4609,3527,,,
4610,3529,,,
4611,3530,,,
4612,3531,,,
4613,3531,,,
4614,3532,,,
4615,3533,,,
4616,3534,,,
4617,3534,,,
4618,3535,,,
4619,3537,,,
4620,3537,,,
4621,3538,,,
4622,3539,,,
4623,3540,,,
4624,3540,,,
4625,3540,,,
4626,3542,,,
4627,3542,,,
4628,3543,,,
4629,3544,,,
4630,3545,,,
4631,3546,,,
4632,3546,,,
4633,3547,,,
4634,3548,,,
4635,3548,,,
4636,3549,,,
4637,3550,,,
4638,3551,,,
4639,3552,,,
4640,3553,,,
4641,3553,,,
4642,3554,,,
4643,3555,,,
4644,3555,,,
4645,3556,,,
4646,3557,,,
4647,3557,,,
4648,3558,,,
4649,3560,,,
4650,3560,,,
4651,3561,,,
4652,3561,,,
4653,3562,,,
4654,3563,,,
4655,3564,,,
4656,3563,,,
4657,3566,,,
4658,3563,,,
4659,3567,,,
4660,3566,,,
4661,3569,,,
4662,3569,,,
4663,3570,,,
4664,3569,,,
4665,3572,,,
4666,3572,,,
4667,3573,,,
4668,3574,,,
4669,3575,,,
4670,3575,,,
4671,3576,,,
4672,3577,,,
4673,3578,,,
4674,3578,,,
4675,3579,,,
4676,3580,,,
4677,3580,,,
4678,3581,,,
4679,3582,,,
4680,3583,,,
4681,3584,,,
4682,3585,,,
4683,3585,,,
4684,3586,,,
4685,3587,,,
4686,3588,,,
4687,3588,,,
4688,3589,,,
4689,3589,,,
4690,3590,,,
4691,3592,,,
4692,3592,,,
4693,3593,,,
4694,3593,,,
4695,3595,,,
4696,3594,,,
4697,3596,,,
4698,3596,,,
4699,3598,,,
4700,3598,,,
4701,3599,,,
4702,3600,,,
4703,3601,,,
4704,3601,,,
4705,3602,,,
4706,3603,,,
4707,3603,,,
4708,3605,,,
4709,3605,,,
4710,3606,,,
4711,3606,,,
4712,3607,,,
4713,3608,,,
4714,3609,,,
4715,3610,,,
4716,3610,,,
4717,3612,,,
4718,3611,,,
4719,3613,,,
4720,3614,,,
4721,3614,,,
4722,3615,,,
4723,3615,,,
4724,3617,,,
4725,3617,,,
4726,3618,,,
4727,3619,,,
4728,3620,,,
4729,3620,,,
4730,3622,,,
4731,3621,,,
4732,3622,,,
4733,3624,,,
4734,3623,,,
4735,3625,,,
4736,3626,,,
4737,3627,,,
4738,3628,,,
4739,3627,,,
4740,3629,,,
4741,3630,,,
4742,3631,,,
4743,3631,,,
4744,3632,,,
4745,3633,,,
4746,3633,,,
4747,3634,,,
4748,3635,,,
4749,3636,,,
4750,3637,,,
4751,3637,,,
4752,3638,,,
4753,3639,,,
4754,3640,,,
4755,3641,,,
4756,3641,,,
4757,3641,,,
4758,3642,,,
4759,3643,,,
4760,3644,,,
4761,3645,,,
4762,3646,,,
4763,3647,,,
4764,3648,,,
4765,3648,,,
4766,3649,,,
4767,3649,,,
4768,3650,,,
4769,3651,,,
4770,3652,,,
4771,3653,,,
4772,3653,,,
4773,3654,,,
4774,3653,,,
4775,3656,,,
4776,3656,,,
4777,3657,,,
4778,3658,,,
4779,3659,,,
4780,3660,,,
4781,3660,,,
4782,3661,,,
4783,3662,,,
4784,3662,,,
4785,3663,,,
4786,3664,,,
4787,3665,,,
4788,3666,,,
4789,3665,,,
4790,3667,,,
4791,3668,,,
4792,3669,,,
4793,3670,,,
4794,3669,,,
4795,3671,,,
4796,3672,,,
4797,3673,,,
4798,3672,,,
4799,3674,,,
4800,3675,,,
4801,3675,,,
4802,3677,,,
4803,3676,,,
4804,3677,,,
4805,3679,,,
4806,3680,,,
4807,3680,,,
4808,3681,,,
4809,3682,,,
4810,3682,,,
4811,3684,,,
4812,3683,,,
4813,3685,,,
4814,3686,,,
4815,3687,,,
4816,3687,,,
4817,3688,,,
4818,3688,,,
4819,3689,,,
4820,3690,,,
4821,3691,,,
4822,3691,,,
4823,3692,,,
4824,3693,,,
4825,3694,,,
4826,3694,,,
4827,3695,,,
4828,3696,,,
4829,3697,,,
4830,3697,,,
4831,3698,,,
4832,3700,,,
4833,3700,,,
4834,3701,,,
4835,3702,,,
4836,3703,,,
4837,3703,,,
4838,3704,,,
4839,3705,,,
4840,3706,,,
4841,3707,,,
4842,3706,,,
4843,3708,,,
4844,3709,,,
4845,3710,,,
4846,3709,,,
4847,3711,,,
4848,3709,,,
4849,3712,,,
4850,3713,,,
4851,3714,,,
4852,3715,,,
4853,3716,,,
4854,3716,,,
4855,3717,,,
4856,3718,,,
4857,3718,,,
4858,3719,,,
4859,3720,,,
4860,3721,,,
4861,3722,,,
4862,3722,,,
4863,3723,,,
4864,3724,,,
4865,3725,,,
4866,3725,,,
4867,3726,,,
4868,3727,,,
4869,3728,,,
4870,3728,,,
4871,3729,,,
4872,3730,,,
4873,3731,,,
4874,3732,,,
4875,3732,,,
4876,3733,,,
4877,3734,,,
4878,3735,,,
4879,3735,,,
4880,3736,,,
4881,3737,,,
4882,3738,,,
4883,3738,,,
4884,3739,,,
4885,3740,,,
4886,3740,,,
4887,3742,,,
4888,3742,,,
4889,3743,,,
4890,3744,,,
4891,3744,,,
4892,3745,,,
4893,3746,,,
4894,3747,,,
4895,3748,,,
4896,3749,,,
4897,3749,,,
4898,3750,,,
4899,3751,,,
4900,3751,,,
4901,3752,,,
4902,3753,,,
4903,3754,,,
4904,3755,,,
4905,3754,,,
4906,3756,,,
4907,3756,,,
4908,3758,,,
4909,3758,,,
4910,3759,,,
4911,3760,,,
4912,3761,,,
4913,3761,,,
4914,3762,,,
4915,3763,,,
4916,3763,,,
4917,3764,,,
4918,3766,,,
4919,3765,,,
4920,3767,,,
4921,3767,,,
4922,3769,,,
4923,3768,,,
4924,3770,,,
4925,3771,,,
4926,3772,,,
4927,3772,,,
4928,3773,,,
4929,3774,,,
4930,3775,,,
4931,3774,,,
4932,3776,,,
4933,3777,,,
4934,3777,,,
4935,3778,,,
4936,3778,,,
4937,3780,,,
4938,3779,,,
4939,3781,,,
4940,3782,,,
4941,3783,,,
4942,3784,,,
4943,3784,,,
4944,3785,,,
4945,3786,,,
4946,3787,,,
4947,3787,,,
4948,3788,,,
4949,3788,,,
4950,3790,,,
4951,3790,,,
4952,3791,,,
4953,3792,,,
4954,3792,,,
4955,3793,,,
4956,3794,,,
4957,3795,,,
4958,3796,,,
4959,3797,,,
4960,3797,,,
4961,3798,,,
4962,3799,,,
4963,3800,,,
4964,3801,,,
4965,3801,,,
4966,3802,,,
4967,3802,,,
4968,3803,,,
4969,3804,,,
4970,3805,,,
4971,3806,,,
4972,3806,,,
4973,3807,,,
4974,3808,,,
4975,3809,,,
4976,3810,,,
4977,3810,,,
4978,3811,,,
4979,3811,,,
4980,3813,,,
4981,3813,,,
4982,3814,,,
4983,3815,,,
4984,3816,,,
4985,3817,,,
4986,3817,,,
4987,3818,,,
4988,3819,,,
4989,3820,,,
4990,3821,,,
4991,3821,,,
4992,3822,,,
4993,3822,,,
4994,3824,,,
4995,3824,,,
4996,3825,,,
4997,3824,,,
4998,3826,,,
4999,3827,,,
5000,3828,,,
5001,3829,,,
5002,3830,,,
5003,3829,,,
5004,3831,,,
5005,3831,,,
5006,3833,,,
5007,3833,,,
5008,3834,,,
5009,3834,,,
5010,3836,,,
5011,3837,,,
5012,3837,,,
5013,3837,,,
5014,3839,,,
5015,3840,,,
5016,3839,,,
5017,3841,,,
5018,3842,,,
5019,3842,,,
5020,3844,,,
5021,3843,,,
5022,3845,,,
5023,3845,,,
5024,3847,,,
5025,3845,,,
5026,3848,,,
5027,3848,,,
5028,3850,,,
5029,3848,,,
5030,3851,,,
5031,3852,,,
5032,3852,,,
5033,3853,,,
5034,3854,,,
5035,3855,,,
5036,3856,,,
5037,3856,,,
5038,3857,,,
5039,3857,,,
5040,3859,,,
5041,3859,,,
5042,3860,,,
5043,3861,,,
5044,3862,,,
5045,3863,,,
5046,3863,,,
5047,3864,,,
5048,3865,,,
5049,3865,,,
5050,3866,,,
5051,3867,,,
5052,3868,,,
5053,3869,,,
5054,3869,,,
5055,3870,,,
5056,3870,,,
5057,3872,,,
5058,3873,,,
5059,3873,,,
5060,3874,,,
5061,3875,,,
5062,3875,,,
5063,3877,,,
5064,3876,,,
5065,3878,,,
5066,3879,,,
5067,3880,,,
5068,3879,,,
5069,3881,,,
5070,3882,,,
5071,3882,,,
5072,3883,,,
5073,3884,,,
5074,3884,,,
5075,3886,,,
5076,3886,,,
5077,3887,,,
5078,3888,,,
5079,3889,,,
5080,3889,,,
5081,3890,,,
5082,3891,,,
5083,3891,,,
5084,3892,,,
5085,3893,,,
5086,3894,,,
5087,3895,,,
5088,3895,,,
5089,3896,,,
5090,3897,,,
5091,3898,,,
5092,3898,,,
5093,3899,,,
5094,3900,,,
5095,3900,,,
5096,3902,,,
5097,3902,,,
5098,3903,,,
5099,3903,,,
5100,3905,,,
5101,3905,,,
5102,3906,,,
5103,3907,,,
5104,3908,,,
5105,3909,,,
5106,3909,,,
5107,3910,,,
5108,3910,,,
5109,3912,,,
5110,3912,,,
5111,3913,,,
5112,3914,,,
5113,3915,,,
5114,3915,,,
5115,3916,,,
5116,3917,,,
5117,3917,,,
5118,3918,,,
5119,3919,,,
5120,3920,,,
5121,3921,,,
5122,3922,,,
5123,3922,,,
5124,3922,,,
5125,3924,,,
5126,3925,,,
5127,3925,,,
5128,3926,,,
5129,3927,,,
5130,3927,,,
5131,3928,,,
5132,3929,,,
5133,3930,,,
5134,3930,,,
5135,3931,,,
5136,3932,,,
5137,3933,,,
5138,3934,,,
5139,3934,,,
5140,3935,,,
5141,3936,,,
5142,3937,,,
5143,3937,,,
5144,3938,,,
5145,3938,,,
5146,3940,,,
5147,3941,,,
5148,3941,,,
5149,3942,,,
5150,3943,,,
5151,3943,,,
5152,3945,,,
5153,3945,,,
5154,3946,,,
5155,3947,,,
5156,3946,,,
5157,3948,,,
5158,3949,,,
5159,3949,,,
5160,3951,,,
5161,3951,,,
5162,3952,,,
5163,3952,,,
5164,3953,,,
5165,3954,,,
5166,3955,,,
5167,3955,,,
5168,3956,,,
5169,3958,,,
5170,3957,,,
5171,3958,,,
5172,3960,,,
5173,3960,,,
5174,3961,,,
5175,3962,,,
5176,3963,,,
5177,3963,,,
5178,3965,,,
5179,3964,,,
5180,3966,,,
5181,3966,,,
5182,3967,,,
5183,3968,,,
5184,3969,,,
5185,3970,,,
5186,3970,,,
5187,3971,,,
5188,3972,,,
5189,3973,,,
5190,3974,,,
5191,3974,,,
5192,3975,,,
5193,3975,,,
5194,3976,,,
5195,3977,,,
5196,3978,,,
5197,3979,,,
5198,3980,,,
5199,3980,,,
5200,3981,,,
5201,3980,,,
5202,3983,,,
5203,3982,,,
5204,3984,,,
5205,3985,,,
5206,3986,,,
5207,3986,,,
5208,3987,,,
5209,3988,,,
5210,3989,,,
5211,3990,,,
5212,3990,,,
5213,3991,,,
5214,3992,,,
5215,3992,,,
5216,3994,,,
5217,3994,,,
5218,3995,,,
5219,3996,,,
5220,3997,,,
5221,3996,,,
5222,3998,,,
5223,3999,,,
5224,3998,,,
5225,4000,,,
5226,4001,,,
5227,4002,,,
5228,4002,,,
5229,4003,,,
5230,4004,,,
5231,4005,,,
5232,4006,,,
5233,4006,,,
5234,4007,,,
5235,4008,,,
5236,4009,,,
5237,4009,,,
5238,4010,,,
5239,4011,,,
5240,4011,,,
5241,4012,,,
5242,4014,,,
5243,4013,,,
5244,4015,,,
5245,4016,,,
5246,4016,,,
5247,4017,,,
5248,4017,,,
5249,4019,,,
5250,4019,,,
5251,4020,,,
5252,4021,,,
5253,4022,,,
5254,4022,,,
5255,4023,,,
5256,4024,,,
5257,4025,,,
5258,4025,,,
5259,4026,,,
5260,4027,,,
5261,4028,,,
5262,4029,,,
5263,4029,,,
5264,4030,,,
5265,4031,,,
5266,4032,,,
5267,4032,,,
5268,4033,,,
5269,4033,,,
5270,4035,,,
5271,4036,,,
5272,4035,,,
5273,4037,,,
5274,4037,,,
5275,4039,,,
5276,4039,,,
5277,4040,,,
5278,4041,,,
5279,4042,,,
5280,4042,,,
5281,4043,,,
5282,4044,,,
5283,4045,,,
5284,4045,,,
5285,4046,,,
5286,4047,,,
5287,4047,,,
5288,4048,,,
5289,4049,,,
5290,4050,,,
5291,4051,,,
5292,4051,,,
5293,4052,,,
5294,4053,,,
5295,4054,,,
5296,4055,,,
5297,4055,,,
5298,4056,,,
5299,4057,,,
5300,4058,,,
5301,4059,,,
5302,4059,,,
5303,4059,,,
5304,4061,,,
5305,4062,,,
5306,4062,,,
5307,4063,,,
5308,4064,,,
5309,4065,,,
5310,4065,,,
5311,4066,,,
5312,4067,,,
5313,4067,,,
5314,4069,,,
5315,4068,,,
5316,4070,,,
5317,4071,,,
5318,4071,,,
5319,4072,,,
5320,4073,,,
5321,4074,,,
5322,4075,,,
5323,4075,,,
5324,4076,,,
5325,4075,,,
5326,4077,,,
5327,4078,,,
5328,4079,,,
5329,4080,,,
5330,4081,,,
5331,4081,,,
5332,4082,,,
5333,4082,,,
5334,4084,,,
5335,4085,,,
5336,4085,,,
5337,4086,,,
5338,4085,,,
5339,4088,,,
5340,4088,,,
5341,4089,,,
5342,4090,,,
5343,4091,,,
5344,4091,,,
5345,4092,,,
5346,4093,,,
5347,4093,,,
5348,4094,,,
5349,4095,,,
5350,4095,,,
5351,4096,,,
5352,4098,,,
5353,4097,,,
5354,4099,,,
5355,4100,,,
5356,4101,,,
5357,4101,,,
5358,4102,,,
5359,4103,,,
5360,4103,,,
5361,4105,,,
5362,4105,,,
5363,4106,,,
5364,4107,,,
5365,4106,,,
5366,4108,,,
5367,4109,,,
5368,4110,,,
5369,4110,,,
5370,4111,,,
5371,4111,,,
5372,4113,,,
5373,4114,,,
5374,4114,,,
5375,4115,,,
5376,4116,,,
5377,4117,,,
5378,4117,,,
5379,4118,,,
5380,4119,,,
5381,4120,,,
5382,4120,,,
5383,4121,,,
5384,4122,,,
5385,4122,,,
5386,4124,,,
5387,4125,,,
5388,4124,,,
5389,4126,,,
5390,4127,,,
5391,4127,,,
5392,4128,,,
